Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current salary?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/12/2022 22:05:21,United States of America,,,,,,,,,Michigan,Sault Ste Marie,EIT,Masters Degree,,500,Project Engineer,Full Time,Construction/Field,Private,2,82000,0,6000,0,12,0,Yes but I still pay a premium,20,0,50,Straight time (1.0x),No,No,No,7,90000,,Male,Unknown,Unknown
8/12/2022 22:05:53,United States of America,,,,,,,,,Minnesota,St. Paul,PE,Masters Degree,State of Minnesota,5000,Traffic Engineer,Full Time,Transportation,Public,16,118000,,0,0,0.3,0,Yes but I still pay a premium,37,5,40,Straight time (1.0x),No,No,No,9,150000,,Male,240,240
8/12/2022 22:06:21,United States of America,,,,,,,,,Georgia,Atlanta,EIT,Bachelors Degree,,30000,Transportation engineer 2,Full Time,Transportation,Private,2,76000,2000,1000,0,4,0,Yes but I still pay a premium,15,5,43,Straight time (1.0x),No,No,No,8,85000,,Male,Idk,
8/12/2022 22:08:17,United States of America,,,,,,,,,Georgia,Atl,PE,Masters Degree,,500,director,Full Time,Bridges,Private,14,160000,20000,0,0,4,0,Yes but I still pay a premium,20,3,45,Not compensated (Exempt),No,No,No,8,200000,,Male,24,80
8/12/2022 22:08:18,United States of America,,,,,,,,,California,Los angeles,PE,Bachelors Degree,Caltrans,A lot,Transportation engineer (civil) ,Full Time,Transportation,Public,4,110400,0,0,0,0,0,Yes but I still pay a premium,20,5,8,Time and a half (1.5x),No,No,No,10,200000,,Male,0,0
8/12/2022 22:10:35,Australia,,,,,,,Queensland,Graduate Engineer,,,,Bachelors Degree,,10-50,Graduate Geotechnical Engineer,Full Time,Geotechnical,Private,2,75000,0,0,0,0,0,No,25,0,45,"37.5hr week with first 10 hrs OT unpaid, 1.0x rate for hours thereafter (i.e. 52.5 hrs = 42.5hrs pay)",Yes,No,Yes,6,85000,Employee owned company. Long term employees have shares so have vested interest in working unpaid OT. Great people and learning environment but seemingly below par pay.,Male,Min government ,Min government 
8/12/2022 22:11:04,United States of America,,,,,,,,,Massachusetts,Boston,EIT,Bachelors Degree,,140,Engineer,Full Time,Structural,Private,7,82000,,1000,8,20,0,Yes but I still pay a premium,240,2,40,Straight time (1.0x),No,Yes,No,8,100000,,Male,120,240
8/12/2022 22:11:22,United States of America,,,,,,,,,South Carolina,Columbia,PE,Bachelors Degree,,300000,Civil Engineer,Full Time,Government/Municipal,Private,4,83000,60000,4000,0,5,9,Yes but I still pay a premium,35,0,40,Straight time (1.0x),No,No,No,10,110000,,Male,240,
8/12/2022 22:12:50,United States of America,,,,,,,,,Minnesota,Minneapolis,PE,Bachelors Degree,,160,Traffic Engineer,Full Time,Transportation,Private,6,80000,,3000,10,3,0,Yes but I still pay a premium,21,1,40,Straight time (1.0x),No,No,No,9,105000,,Male,40,40
8/12/2022 22:13:19,United States of America,,,,,,,,,Connecticut,Hartford area,PE,Bachelors Degree,,400,Senior Engineer,Full Time,Transportation,Public,9,90000,,2000,0,5,0,Yes but I still pay a premium,20,4,42,Straight time (1.0x),No,Yes,No,9,105000,,Male,80,
8/12/2022 22:14:13,United States of America,,,,,,,,,Florida,Orlando,EIT,Bachelors Degree,,"10,000",Distribution engineer ,Full Time,Power/Electrical,Public,2,71000,7000,5000,0,5,0,Yes and fully covered,14,5,40,Not compensated (Exempt),No,Yes,No,7,80000,,Male,N/A,
8/12/2022 22:15:45,United States of America,,,,,,,,,Alabama,Birmingham ,EIT,Bachelors Degree,,1200,Engineering Intern,Full Time,Transportation,Public,5,65770,0,0,5,50,0,Yes but I still pay a premium,15,1,40,Straight time (1.0x),No,No,No,8,80000,,Male,0,0
8/12/2022 22:16:43,United States of America,,,,,,,,,Washington,Olympia,EIT,Bachelors Degree,Gray and Osborne,60,EIT,Full Time,Water Resources,Public,1,68931,,2000,0,7,0,Yes but I still pay a premium,15,0,40,Time and a half (1.5x),No,No,No,7,75000,Company is very stable - no layoffs during 2008 or Covid.,Male,80,80
8/12/2022 22:19:58,United States of America,,,,,,,,,Montana,Helena ,EIT,Bachelors Degree,,100,Municipal Project Engineer ,Full Time,Government/Municipal,Private,0,59000,2,7000,0,5,0,Yes and fully covered,25,0,42,Straight time (1.0x),No,Yes,No,9,"65,000",Our company offers Bonus Comp Time as well as straight time overtime. It is nice to be able to quickly accumulate vacation days. ,Male,0,Unknown 
8/12/2022 22:20:48,United States of America,,,,,,,,,Missouri,Kansas City,PE,Masters Degree,,"10,000",Senior Civil Engineer,Full Time,Transportation,Private,11,94000,,24000,13,3.5,0,Yes and fully covered,19,1-2,40,Straight time (1.0x),No,Yes,No,9,"$145,000 total comp",,Female,,40 + short term disability 
8/12/2022 22:22:19,United States of America,,,,,,,,,Texas,Dallas,PE,Masters Degree,,100,Senior project engineer ,Full Time,Structural,Private,5,90000,,8000,8,6,0,Yes and fully covered,20,2,45,Not compensated (Exempt),No,No,No,7,105000,,Male,0,12
8/12/2022 22:25:27,United States of America,,,,,,,,,California,Los Angeles ,EIT,Masters Degree,,"10,000",Associate Civil Engineer ,Full Time,Water Resources,Public,3,103000,,0,0,0,0,Yes and fully covered,17,3,49,Time and a half (1.5x),Yes,No,No,8,100000,I live in a very HCOL city ,Female,,6-8 wks
8/12/2022 22:25:52,United States of America,,,,,,,,,Louisiana,New orleans,PE,Masters Degree,Psi,1000+,Project engineer,Full Time,Geotechnical,Private,9,87000,2000,0,0,3,0,Yes but I still pay a premium,10,Any,43,Not compensated (Exempt),Yes,No,No,6,100000,,Male,Vacation time,No idea
8/12/2022 22:28:21,United States of America,,,,,,,,,Wyoming,Cheyenne,PE,Masters Degree,,10,Manager,Full Time,Water Resources,Private,4,100000,2000,12000,0,4,0,Yes but I still pay a premium,35,2,45,Straight time (1.0x),No,Yes,Yes,10,140000,,Male,0,0
8/12/2022 22:31:27,United States of America,,,,,,,,,Wisconsin,Milwaukee ,PE,Bachelors Degree,,"25,000",Project Engineer ,Full Time,Geotechnical,Private,5.5,85000,,0,4.2,4.2,0,Yes and fully covered,160,1,47,1.5x for >44hrs of billable time,No,No,No,6,96k,,Female,,0
8/12/2022 22:32:16,United States of America,,,,,,,,,Maryland,Washington DC ,PE,Bachelors Degree,,450,Senior project engineer ,Full Time,Land Development,Public,8,105000,,0,2,6,0,Yes and fully covered,3 weeks ,5,70,Straight time (1.0x),Yes,No,No,7,120000,,Male,Na,Na
8/12/2022 22:32:44,United States of America,,,,,,,,,Texas,Houston ,None,Bachelors Degree,AECOM,"86,000",Civil Roadway/Traffic EIT,Full Time,Transportation,Private,0,68000,0,0,0,6,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,No,No,7,"90,000","I only started about a month ago. No previous experience. Wish I had more training, but so far I am enjoying how relaxed it is if there are no pressing submittals. Work/life balance seems to be important. Very happy with how flexible the schedule is. ",Female,,6 weeks
8/12/2022 22:33:52,United States of America,,,,,,,,,Georgia,Duluth ,None,Bachelors Degree,,70 in my branch but multiple branches ,Staff engineer,Full Time,Construction/Field,Private,0,52000,0,0,4,8,0,Yes and fully covered,16 days ,Depends on the projects but 1 to 2 ,50-60,Time and a half (1.5x),Yes,Yes,Yes,6,82000,Super disorganized and people leaving all the time ,Male,Idk,
8/12/2022 22:37:23,United States of America,,,,,,,,,California,Chico,EIT,Bachelors Degree,,25,Assistant Engineer,Full Time,Water Resources,Private,0.5,6800,2000,0,0,0,0,Yes and fully covered,120,5,42,Straight time (1.0x),No,No,No,5,80000,,Male,0,0
8/12/2022 22:38:55,United States of America,,,,,,,,,Arizona,Phoenix,EIT,Bachelors Degree,,200,Civil Designer,Full Time,Land Development,Public,1,65500,1500,2000,0,10000,0,Yes and fully covered,16,0,43,Straight time (1.0x),No,No,No,7,80000,,Male,0,0
8/12/2022 22:38:58,United States of America,,,,,,,,,Washington,Spokane,EIT,Bachelors Degree,HDR,500,Water/Wastewater EIT,Full Time,Government/Municipal,Private,3,76900,,0,5,5,0,Yes but I still pay a premium,15,2,47,Straight time (1.0x),Yes,No,No,8,88000,,Male,80,120
8/12/2022 22:42:40,United States of America,,,,,,,,,Louisiana,Lafayette,PE,Bachelors Degree,,150,Project Manager,Full Time,Land Development,Private,6,80000,0,3000,0,3,0,Yes but I still pay a premium,17,0,45,Straight time (1.0x),No,No,No,8,90000,,Male,0,
8/12/2022 22:44:02,United States of America,,,,,,,,,Alaska,Anchorage,PE,Bachelors Degree,,600,Water Resource Engineer,Full Time,Water Resources,Private,8,95000,,0,0,6,0,Yes and fully covered,20,2,40,Not compensated (Exempt),No,Yes,No,8,110,,Male,0,0
8/12/2022 22:45:11,United Kingdom,Scotland,Glasgow ,No,,,,,,,,,Bachelors Degree,,150,Senior Autocad technician ,Full Time,Environmental,Private,3,30000,,2500,6,0,0,Yes but I still pay a premium,28,5,37,Time and a half (1.5x),No,No,No,7,34000,,Male,0,0
8/12/2022 22:48:37,United States of America,,,,,,,,,Tennessee,Nashville,PE,Bachelors Degree,,10000+,W/WW Engineer,Full Time,Water Resources,Private,5,100000,2500,2000,5,5,0,Yes and fully covered,15,1-5,40,Straight time (1.0x),No,No,No,8,120000,,Female,,80
8/12/2022 22:50:58,United States of America,,,,,,,,,California,Los Angeles,PE,Bachelors Degree,Federal Government,N/A,General Engineer,Full Time,Structural,Public,5,96000,0,1200,0,5,0,Yes but I still pay a premium,26,1-2,40,Time and a half (1.5x),No,Yes,No,9,125000,,Male,12 Weeks,12 Weeks
8/12/2022 22:54:33,United States of America,,,,,,,,,North Carolina,Raleigh,PE,Bachelors Degree,WSP,60000,Associate Engineer,Full Time,Water Resources,Private,4,85200,,0,0,3,0,Yes but I still pay a premium,16,3,40,Straight time (1.0x),No,No,No,7,92000,,Male,600,880
8/12/2022 23:00:22,United States of America,,,,,,,,,Tennessee,Nashville,PE,Bachelors Degree,,50,Professional Engineer,Full Time,Land Development,Private,5,85000,,12000,0,5,0,Yes and fully covered,10.5,5,45,Not compensated (Exempt),No,No,No,7,"120,000",,Female,,
8/12/2022 23:01:24,United States of America,,,,,,,,,California,Los Angeles,EIT,Bachelors Degree,,5000+,Civil Analyst,Full Time,Transportation,Private,0,74750,,0,0,8,0,Yes but I still pay a premium,15,1,47,Not compensated (Exempt),No,No,Yes,5,"85,000",,Female,,
8/12/2022 23:06:32,United States of America,,,,,,,,,Texas,The woodlands,PE,Bachelors Degree,,2000,Senior project manager ,Full Time,Rail,Private,0,125000,,10000,10,0,0,Yes but I still pay a premium,18,0,45,Not compensated (Exempt),No,Yes,Yes,9,140000,,Male,2 days,3 months
8/12/2022 23:07:07,United States of America,,,,,,,,,Texas,Houston,PE,Masters Degree,,700,Construction Project Manager,Full Time,Construction/Field,Private,20,140000,0,0,2,3,0,Yes but I still pay a premium,160,0,45,Straight time (1.0x),No,No,Yes,8,175000,,Male,0,160
8/12/2022 23:07:51,United States of America,,,,,,,,,California,Temecula ,EIT,Bachelors Degree,,7,Associate Engineer ,Full Time,Land Development,Private,1,71000,0,0,0,3.5,0,Yes but I still pay a premium,22,0,40,Time and a half (1.5x),No,No,No,7,80000,Huge benefit of no commute considering location,Male,1008,1008
8/12/2022 23:07:55,United States of America,,,,,,,,,Tennessee,Tullahoma,EIT,Bachelors Degree,,20,Engineer 2,Full Time,Structural,Private,3,77500,,0,0,3,0,Yes but I still pay a premium,22,1,40,Straight time (1.0x),No,No,No,8,85000,,Male,40,3 months
8/12/2022 23:09:22,United States of America,,,,,,,,,California,Ventura,EIT,Bachelors Degree,City of Ventura,1000,Water Resources Specialist,Full Time,Water Resources,Public,4,87000,,0,0,0,0,Yes and fully covered,15,0,40,Time and a half (1.5x),No,Yes,No,7,100000,0,Female,,0
8/12/2022 23:10:00,United States of America,,,,,,,,,Illinois,Chicago ,PE,Bachelors Degree,,35,CE III,Full Time,Construction/Field,Public,7,92000,,5000,0,3,0,Yes and fully covered,10,0,40,Time and a half (1.5x),No,No,Yes,9,120000,,Male,10,30
8/12/2022 23:10:40,United States of America,,,,,,,,,California,Petaluma,PE,Bachelors Degree,,5,Senior Design Engineer,Full Time,Seismic,Private,8,105000,,0,0,6,0,Yes and fully covered,280,8,36,Not compensated (Exempt),No,No,Yes,9,155000,,Male,480,320
8/12/2022 23:14:50,Australia,,,,,,,New South Wales,Graduate Engineer,,,,High School Diploma,,10,Junior Engineer,Full Time,Land Development,Private,0,45000,0,0,0,0,0,No,10,0,50,Not compensated (Exempt),No,No,No,8,60000,,Male,0,
8/12/2022 23:17:34,United States of America,,,,,,,,,Michigan,Detroit,None,Masters Degree,,"5,000",Engineering Geologist,Full Time,Transportation,Private,5,82000,10000,2000,5.5,5.5,0,Yes but I still pay a premium,21,5,50,Straight time (1.0x),No,No,No,9,95000,,Male,80,240
8/12/2022 23:25:07,Canada,,,,British Columbia,Vancouver,EIT,,,,,,Bachelors Degree,,7000,Project Coordinator,Full Time,Construction/Field,Private,1,72000,,2000,0,5,0,Yes and fully covered,15,1,45,Not compensated (Exempt),Yes,No,No,6,82000,,Male,0,0
8/12/2022 23:26:05,United States of America,,,,,,,,,North Carolina,Charlotte ,EIT,Bachelors Degree,,6000,Civil Analyst ,Full Time,Land Development,Private,1.2,73000,,14300,0,18,0,Yes and fully covered,3 weeks,0,47,Not compensated (Exempt),No,Yes,No,7,85000,,Male,2 week,4 weeks
8/12/2022 23:41:02,United States of America,,,,,,,,,Oregon,Portland,EIT,Bachelors Degree,,12,Project designer 2,Full Time,Land Development,Private,3,68744,,5000,0,3,0,Yes and fully covered,15,0,41,Time and a half (1.5x),Yes,No,No,8,75000,,Male,8,80
8/12/2022 23:42:29,United States of America,,,,,,,,,Georgia,Atlanta,PE,Bachelors Degree,,200,Structural Engineer,Full Time,Structural,Private,6,88000,,5000,0,3,0,Yes but I still pay a premium,21,4,44,Not compensated (Exempt),No,No,No,7,100000,,Male,I don't know,I don't know
8/12/2022 23:49:03,United States of America,,,,,,,,,Oregon,Portland ,PE,Bachelors Degree,,50,Structural Design Engineer ,Full Time,Structural,Private,26,125000,0,0,0,4,0,Yes and fully covered,20,365,50,Not compensated (Exempt),No,No,No,8,150000,Job allows for side work,Male,Unknown ,Unknown 
8/12/2022 23:51:09,United States of America,,,,,,,,,Illinois,Libertyville,EIT,Bachelors Degree,,50,Design Engineer,Full Time,Transportation,Public,1,65000,,0,0,11,0,Yes but I still pay a premium,20,2,40,Not compensated (Exempt),No,Yes,No,9,75000,,Male,240,240
8/12/2022 23:53:13,United States of America,,,,,,,,,Texas,Austin,PE,Masters Degree,,30000,Project Engineer,Full Time,Water Resources,Private,9,125000,10000,1000,0,4,0,Yes but I still pay a premium,17,5,40,Straight time (1.0x),Yes,Yes,No,8,160000,,Male,80,
8/12/2022 23:56:13,United States of America,,,,,,,,,Washington,Everett ,PE,Bachelors Degree,,80,Lead engineer ,Full Time,Water Resources,Public,7,114700,0,0,5,0,0,Yes and fully covered,16,5,8.5,Straight time (1.0x),No,No,No,9,130000,Great team,Male,12 wks,
8/12/2022 23:59:45,Australia,,,,,,,Victoria,Graduate Engineer,,,,Bachelors Degree,,1000,Graduate site engineer,Full Time,Construction/Field,Private,1,86000,0,0,0,0,0,Yes and fully covered,4 weeks,0,55-60,Not compensated (Exempt),Yes,No,No,3,95000,,Male,0,0
8/13/2022 0:01:37,United States of America,,,,,,,,,Arizona,Phoenix,EIT,Bachelors Degree,,28,Geotechnical Engineer,Full Time,Geotechnical,Private,0.5,62500,,0,0,0,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),No,No,Yes,8,75000,,Male,Probably a lot,
8/13/2022 0:08:21,Canada,,,,British Columbia,Prince George,None,,,,,,Masters Degree,,300,Instructor,Full Time,Education,Public,0,100000,,0,30,0,0,Yes but I still pay a premium,13,1,60,Not compensated (Exempt),Yes,No,No,8,75000,,Male,160,
8/13/2022 0:10:09,United States of America,,,,,,,,,Washington,Seattle,PE,Bachelors Degree,,50000,Supervising Civil Engineer,Full Time,Transportation,Private,18,175000,,5000,0,3,0,Yes but I still pay a premium,30,3,40,Straight time (1.0x),No,Yes,No,9,200000,,Male,80,80
8/13/2022 0:10:17,United States of America,,,,,,,,,California,Walnut Creek,EIT,Bachelors Degree,BKF,450,Design Engineer,Full Time,Land Development,Private,1,73000,,1000,0,0,0,Yes and fully covered,20,2,40,Time and a half (1.5x),Yes,Yes,No,7,85000,,Female,,
8/13/2022 0:11:46,United States of America,,,,,,,,,Colorado,Denver,PE,Bachelors Degree,,135,Project Engineer,Full Time,Land Development,Private,5,91000,0,500,0,3,0,Yes but I still pay a premium,29,1,42,Not compensated (Exempt),No,No,No,7,120000,,Male,Unsure,
8/13/2022 0:22:44,United States of America,,,,,,,,,Utah,Utah County,PE,Bachelors Degree,,10,Design Engineer,Full Time,Government/Municipal,Public,6,80400,3000,500,0,15.71,0,Yes but I still pay a premium,24,0,40,Not compensated (Exempt),No,No,Yes,9,"$95,000",,Male,0,0
8/13/2022 0:24:33,United States of America,,,,,,,,,Oregon,Portland ,PE,Bachelors Degree,,50,Engineer,Full Time,Land Development,Private,7,91000,7500,8000,0,3,0,Yes and fully covered,15,1,45,Not compensated (Exempt),No,No,No,6,100000,,Male,0,Unknown 
8/13/2022 0:37:36,United States of America,,,,,,,,,Tennessee,Nashville,PE,Masters Degree,,20,Project Analyst 3,Full Time,Construction/Field,Private,4,95000,,5000,0,3,0,Yes but I still pay a premium,20,2,50,Not compensated (Exempt),No,No,No,8,115000,,Male,24,80
8/13/2022 0:39:42,United States of America,,,,,,,,,California,Riverside,EIT,Bachelors Degree,,150,Assistant engineer ,Full Time,Land Development,Public,4,88000,,0,7,7,0,Yes and fully covered,4 weeks,0,40,Straight time (1.0x),No,Yes,Yes,7,100000,,Male,Standard gov rate,
8/13/2022 0:40:16,Canada,,,,British Columbia,Vancouver,EIT,,,,,,Bachelors Degree,,MNC,Transportation EIT,Full Time,Transportation,Private,3,82000,0,0,7,0,0,Yes and fully covered,20,5,40,Time and a half (1.5x),No,No,No,7,100000,,Male,Unsure,
8/13/2022 0:45:09,United States of America,,,,,,,,,Virginia,Richmond,EIT,Bachelors Degree,City of Richmond,650,Senior Engineer,Full Time,Government/Municipal,Public,5,80000,,3000,5,5,0,Yes and fully covered,20,2,45,Not compensated (Exempt),No,Yes,No,8,110000,,Male,320,320
8/13/2022 0:58:54,United States of America,,,,,,,,,Georgia,Atlanta,EIT,Bachelors Degree,,"10,000+",Civil Engineer II,Full Time,Power/Electrical,Private,3,80000,1500,0,0,7,0,Yes but I still pay a premium,3 weeks,5,40-50,Straight time (1.0x),No,No,No,8,95000,,Male,Not sure ,Not sure 
8/13/2022 1:01:24,Australia,,,,,,,South Austrailia,Graduate Engineer,,,,Bachelors Degree,,400,Civil Engineer,Full Time,Water Resources,Private,7,95000,,0,0,10,0,Yes but I still pay a premium,30,1,40,Not compensated (Exempt),Yes,No,No,7,"$120,000",,Female,,160
8/13/2022 1:05:24,Australia,,,,,,,Victoria,Graduate Engineer,,,,Masters Degree,,400 (state),Geotechnical Engineer,Full Time,Geotechnical,Private,0,72500,0,0,9.5,9.5,0,No,4 weeks,5,40,Some projects (1.0x),No,No,No,9,"$90,000",,Male,Unsure,Unsure
8/13/2022 1:09:07,United States of America,,,,,,,,,Indiana,Portage,None,High School Diploma,,10,CAD drafter,Full Time,Land Development,Public,0,48000,0,0,0,3,0,No,14,0,42,Time and a half (1.5x),No,Yes,No,7,55,,Male,0,Idk
8/13/2022 1:11:05,United States of America,,,,,,,,,Texas,DFW,EIT,Bachelors Degree,,6000,Analyst,Full Time,Transportation,Public,3.5,80,,20,0,8,0,Yes but I still pay a premium,24,1,45,Not compensated (Exempt),No,No,No,2,90,,Male,40,
8/13/2022 1:12:55,United States of America,,,,,,,,,Texas,houstoin,None,Masters Degree,,555,project engineer,Full Time,Construction/Field,Private,1,110000,0,0,0,7,0,Yes and fully covered,14,2,45,Not compensated (Exempt),Yes,No,No,8,165000,oil major...,Male,0,0
8/13/2022 1:17:57,United States of America,,,,,,,,,Arizona,Phoenix,EIT,Masters Degree,,10400,Planning Engineer,Full Time,Water Resources,Private,1,73130,,0,15,6,0,Yes but I still pay a premium,10,3-5,45,Straight time (1.0x),No,Yes,No,8,80000,,Female,,4 weeks
8/13/2022 1:20:38,United States of America,,,,,,,,,Minnesota,Plymouth,EIT,Bachelors Degree,,10,Project Engineer,Full Time,Water Resources,Private,1,66000,,5000,0,5,0,Yes but I still pay a premium,15,5,42,Straight time (1.0x),No,No,No,7,75000,,Male,15,15
8/13/2022 1:23:00,United States of America,,,,,,,,,California,Anaheim,EIT,Bachelors Degree,,1500,Assistant Engineer ,Full Time,Transportation,Private,3,75000,,5000,2,8,0,Yes but I still pay a premium,Unlimited,2,40,Not compensated (Exempt),No,No,No,9,90000,,Male,8 weeks,8 weeks
8/13/2022 1:26:17,Australia,,,,,,,New South Wales,Graduate Engineer,,,,Bachelors Degree,Transport for NSW,Unsure,Graduate Engineer,Full Time,Government/Municipal,Public,1,74600,,0,0,10.5,0,No,30,5,35,Flexible time,No,No,No,8,80000,,Female,,14 weeks (490hrs?)
8/13/2022 1:34:16,United Kingdom,South West,Bristol,No,,,,,,,,,Masters Degree,,1000,Engineer,Full Time,Bridges,Private,3,35000,0,1500,0,0,0,Yes and fully covered,28,3,37.5,Straight time (1.0x),No,No,No,9,45000,,Male,75,1950
8/13/2022 1:35:25,United States of America,,,,,,,,,California,Irvine,EIT,Bachelors Degree,,Big,Assistant Engineer,Full Time,Transportation,Private,1.5,83000,,0,0,0,0,Yes but I still pay a premium,0,5,40,Time and a half (1.5x),No,Yes,No,8,95000,,Gluten intolerant,100000,2
8/13/2022 1:35:33,United States of America,,,,,,,,,Idaho,Boise,EIT,Bachelors Degree,,25,Staff Engineer ,Full Time,Water Resources,Private,4,68500,3000,6000,0,3,0,Yes and fully covered,15,3,44,Not compensated (Exempt),No,No,No,7,75000,,Male,Unk,Unk
8/13/2022 1:35:37,United States of America,,,,,,,,,Kentucky,Louisville,PE,Bachelors Degree,,50000,Project Engineer,Full Time,Transportation,Private,8,85000,,0,3,3,0,Yes and fully covered,20,5,40,Straight time (1.0x),No,No,No,8,120000,,Male,0,
8/13/2022 1:56:27,United States of America,,,,,,,,,Wisconsin,Madison ,EIT,Masters Degree,,400,design engineer,Full Time,Structural,Private,3,77000,2000,1500,0,4,0,Yes but I still pay a premium,15,0,48,Not compensated (Exempt),No,Yes,No,4,85000,,Male,0,
8/13/2022 2:47:11,United States of America,,,,,,,,,California,Los Angeles ,PE,Bachelors Degree,,1500,Project Manager ,Full Time,Land Development,Private,10,105000,,10000,0,4,0,Yes but I still pay a premium,15,2,42,Straight time (1.0x),No,No,No,7,150000,,Male,Not sure,Not sure
8/13/2022 2:53:59,United States of America,,,,,,,,,North Carolina,Charlotte ,EIT,Bachelors Degree,,40000,Civil Design Engineer ,Full Time,Land Development,Private,3.5,71000,,0,0,5,0,Yes but I still pay a premium,15,5 (office moving to 3 days/week),43,Time and a half (1.5x),Yes,No,Yes,4,90000,,Female,,0
8/13/2022 3:14:03,United Kingdom,London,London ,No,,,,,,,,,Bachelors Degree,,2000,Site engineer ,Full Time,Water Resources,Private,4,47000,,3000,1,1,1,No,25,4,45,Time and a half (1.5x),No,No,No,8,56000,,Male,2 weeks,
8/13/2022 3:17:46,United States of America,,,,,,,,,Utah,Draper,PE,Bachelors Degree,,80,Senior Structural Engineer,Full Time,Structural,Private,7,104000,,13000,0,5,0,Yes and fully covered,15,2,40,Time and a half (1.5x),No,No,No,8,115000,,Male,0,?
8/13/2022 3:26:47,Australia,,,,,,,Queensland,Graduate Engineer,,,,High School Diploma,,10000,Senior Designer,Full Time,Transportation,Private,15,120000,0,2000,0,10.5,0,No,30,3,40,Not compensated (Exempt),No,Yes,No,8,130000,,Male,80,640
8/13/2022 3:32:25,Pakistan,,,,,,,,,,,,Masters Degree,,1.1 Million USD,Lecturer,Full Time,Education,Public,2,690,,0,0,0,0,No,80,0,40,Not compensated (Exempt),Yes,No,No,8,1000,I work as a Lecturer in a university. And the job pays a pretty good amount as compared to other jobs in my home country. ,Male,0,
8/13/2022 3:59:25,United States of America,,,,,,,,,Pennsylvania,Philadelphia,EIT,Doctorate Degree,,2000,Engineer,Full Time,Bridges,Public,3,90000,,1000,50,0,0,Yes and fully covered,4 weeks,4,40,Straight time (1.0x),Yes,No,No,3,115000,,Prefer not to say,0,
8/13/2022 4:19:47,Canada,,,,British Columbia,Vancouver ,PE,,,,,,Masters Degree,,8000,Project Engineer ,Full Time,Land Development,Private,6,95000,,0,0,4,0,Yes and fully covered,20,3,37.5,Straight time (1.0x),No,No,No,9,110000,,Prefer not to say,Not sure,Not sure
8/13/2022 4:27:11,Australia,,,,,,,Queensland,Graduate Engineer,,,,Bachelors Degree,,1000,Project Engineer,Full Time,Construction/Field,Private,1,90000,,0,0,10,0,No,20,1,45,Not compensated (Exempt),No,No,No,7,110000,,Male,90,90
8/13/2022 4:30:12,NZ,,,,,,,,,,,,Bachelors Degree,,200-300,Assistant pm,Full Time,Infrastructure,Private,1.5,65000,0,0,3,3,0,No,30,0,40,Not compensated (Exempt),Yes,No,No,4,78000,,Male,Yes,Idk
8/13/2022 4:35:56,United States of America,,,,,,,,,Colorado,Denver,PE,Bachelors Degree,,6,Senior Project Engineer/ Manager,Full Time,Government/Municipal,Private,10,96000,,10000,0,4.5,0,Yes and fully covered,18,3-5,40,Comp Time,No,No,No,8,110000,,Female,,"480, full pay, flexible ramping return to full time at full pay "
8/13/2022 5:01:30,United States of America,,,,,,,,,Florida,Tampa,EIT,Bachelors Degree,Stantec,22000,Civil Engineer EIT,Full Time,Land Development,Private,3,82000,2000,0,1,4,0,Yes but I still pay a premium,20,2,44,Straight time (1.0x),No,No,No,8,95000,,Male,0,0
8/13/2022 5:04:32,United States of America,,,,,,,,,South Carolina,Greenville,PE,Bachelors Degree,,400,Assistant City Engineer,Full Time,Government/Municipal,Public,9,96000,,1000,0,0,0,Yes and fully covered,32,Flexible,42.5,Comp time,No,No,Yes,9,120000,State pension retirement system,Male,0,0
8/13/2022 5:09:18,India,,,,,,,,,,,,Masters Degree,,160,Project Engineer,Full Time,Structural,Private,4,1000000,,60000,0,0,0,Yes and fully covered,26,3,55,Straight time (1.0x),Yes,No,No,7,1250000,,Male,100,350
8/13/2022 5:19:35,United States of America,,,,,,,,,Pennsylvania,Philadelphia,EIT,Bachelors Degree,Amtrak,"18,000",Assistant Production Engineer,Full Time,Construction/Field,Private,7,130000,,8500,0,7.5,0,Yes but I still pay a premium,26,1-2,55,Not compensated (Exempt),No,Yes,Yes,7,140000,Track department field manager with significant off hours field time,Male,120,520
